月份,發布日期,觀看數,頻道,標題,ID,Video_URL,時長
2026-03,2026-03-02,36,LYDIA on the LOWREY,"2026 03 02 Those Were The Days, All in the Family Theme, my cover...",dqs0ezYBE-Y,https://www.youtube.com/watch?v=dqs0ezYBE-Y,105.0
2026-03,2026-03-02,183,Release - Topic,キクラゲと細切り肉の玉子炒め,h-xn7I0F9tA,https://www.youtube.com/watch?v=h-xn7I0F9tA,127.0
2026-03,2026-03-02,195,Release - Topic,少々お待ちください,vKFxKdks6MQ,https://www.youtube.com/watch?v=vKFxKdks6MQ,146.0
2026-03,2026-03-02,7,RANSUI & KEIKO,黙れって言え,NrpdrStuLmo,https://www.youtube.com/watch?v=NrpdrStuLmo,162.0
2026-03,2026-03-02,36,Norton Beat ノートンビート,ＲＯＳＩＥＲ＂ロージア＂ (Cover),o0AXML2PnC0,https://www.youtube.com/watch?v=o0AXML2PnC0,190.0
2026-03,2026-03-02,2723,限りなく白く,【限りなく白く】｢ 星空の未来図 ｣ Live Video.   2026/03/02  @ Zepp Sapporo,hpuWgmhEqGA,https://www.youtube.com/watch?v=hpuWgmhEqGA,264.0
2026-03,2026-03-02,50,cororao - Topic,越境水道管,Gai9zLv9428,https://www.youtube.com/watch?v=Gai9zLv9428,183.0
2026-03,2026-03-02,21,のあ - Topic,今日は、まる。,Ib2vnjjMb4E,https://www.youtube.com/watch?v=Ib2vnjjMb4E,70.0
2026-03,2026-03-02,3,TEAM吉田周平 - Topic,とあるタイル屋見習いの1日03/02,9ZtjQ3HsnE4,https://www.youtube.com/watch?v=9ZtjQ3HsnE4,64.0
2026-03,2026-03-02,176,Norton Beat ノートンビート,ＤＥＰＡＲＴＵＲＥＳ (Cover),3S0Pi_dFm2k,https://www.youtube.com/watch?v=3S0Pi_dFm2k,248.0
2026-03,2026-03-02,24,Norton Beat ノートンビート,ＳＥＡＳＯＮ’Ｓ ＣＡＬＬ (Cover),K7Elns-bwGA,https://www.youtube.com/watch?v=K7Elns-bwGA,250.0
2026-03,2026-03-02,6,RANSUI & KEIKO,ちょい休憩しない？,W5v4Fi5Lx7k,https://www.youtube.com/watch?v=W5v4Fi5Lx7k,227.0
2026-03,2026-03-02,602,Release - Topic,食べる時は,nKE9oYNj1Tg,https://www.youtube.com/watch?v=nKE9oYNj1Tg,113.0
2026-03,2026-03-02,49,Lofi firl Stream! 🎵,ナナロペ,cRstjF65bfU,https://www.youtube.com/watch?v=cRstjF65bfU,250.0
2026-03,2026-03-02,1135,Neon Miracle Official,What's Up (Cover),Ap6T16XrcPY,https://www.youtube.com/watch?v=Ap6T16XrcPY,245.0
2026-03,2026-03-02,648,Release - Topic,一笑一杯。お疲れ様でした,-wlyBErH1b0,https://www.youtube.com/watch?v=-wlyBErH1b0,96.0
2026-03,2026-03-02,579,Release - Topic,回鍋肉(ホイコーロー),qn5VW5TIPNM,https://www.youtube.com/watch?v=qn5VW5TIPNM,120.0
2026-03,2026-03-02,1281,限りなく白く,【限りなく白く】｢ 白地図のコンパス ｣ Live Video.   2026/03/02  @ Zepp Sapporo,RlPP2Im5kP8,https://www.youtube.com/watch?v=RlPP2Im5kP8,271.0
2026-03,2026-03-02,255,MatchaChocolate69,さくらのその先で - Sakura no Sono Saki de - Beyond the Cherry Blossoms,QvTdU3CuIts,https://www.youtube.com/watch?v=QvTdU3CuIts,264.0
2026-03,2026-03-02,2811,Neon Miracle Official,The Day You Went Away (Cover),021P83mWddg,https://www.youtube.com/watch?v=021P83mWddg,155.0
2026-03,2026-03-02,22,星野しおり,最後のノート,3A70rC7P2uA,https://www.youtube.com/watch?v=3A70rC7P2uA,220.0
2026-03,2026-03-02,5,Dog ownerEmiru - Topic,ただただ,OPl4wvkyTh0,https://www.youtube.com/watch?v=OPl4wvkyTh0,192.0
2026-03,2026-03-02,35,Melan Prototype - Topic,メロメラ！,oB3yO9f9mQo,https://www.youtube.com/watch?v=oB3yO9f9mQo,83.0
2026-03,2026-03-02,154,Nariai Mona - Topic,愛して！ファンファーレ♡,Y1WVyTsatrI,https://www.youtube.com/watch?v=Y1WVyTsatrI,85.0
2026-03,2026-03-02,1444,Eshi Music,Lament,XN7fS_lKWGU,https://www.youtube.com/watch?v=XN7fS_lKWGU,205.0
2026-03,2026-03-02,5956,まちーしゃ,いつまでたってもテイカー (feat. 重音テト),xEg9Uc5D-4M,https://www.youtube.com/watch?v=xEg9Uc5D-4M,162.0
2026-03,2026-03-02,5,Tosen-Lyrics_AI-Music.Japan - Topic,神様のうまっ! - ダイナミック -,6BAsROJtywA,https://www.youtube.com/watch?v=6BAsROJtywA,499.0
2026-03,2026-03-02,166,MID POP - Topic,イノセンス,tO-O2Q_Prrg,https://www.youtube.com/watch?v=tO-O2Q_Prrg,201.0
2026-03,2026-03-02,64,Release - Topic,Sakura Walk,fjQn38oD4e4,https://www.youtube.com/watch?v=fjQn38oD4e4,340.0
2026-03,2026-03-02,87,Jelina Gonzalez - Topic,Even When,uuSzJLGk-EQ,https://www.youtube.com/watch?v=uuSzJLGk-EQ,225.0
2026-03,2026-03-02,766,AMEFURASSHI - Topic,グロウアップ・マイ・ハート (Connexio Remix),jLMndKna9qc,https://www.youtube.com/watch?v=jLMndKna9qc,221.0
2026-03,2026-03-02,66,Jeff Carolus,It's All You,65dtZcRXYbM,https://www.youtube.com/watch?v=65dtZcRXYbM,205.0
2026-03,2026-03-02,24,Circle Rhythm - Topic,Permata Semesta (Remastered 2026),jktFovNCJBE,https://www.youtube.com/watch?v=jktFovNCJBE,244.0
2026-03,2026-03-02,42,KROLAND,Grand Piano Simulator Update 2026-03-02,CQA-JxPTxSw,https://www.youtube.com/watch?v=CQA-JxPTxSw,66.0
2026-03,2026-03-02,6,7 Langkah,Kurasa,vQ-zNoxx-uQ,https://www.youtube.com/watch?v=vQ-zNoxx-uQ,257.0
2026-03,2026-03-02,32,yassho - Topic,くまさん来ないで！,3hUU_magvWM,https://www.youtube.com/watch?v=3hUU_magvWM,267.0
2026-03,2026-03-02,87,【真理王👑公式】世界天才偉人プリンセス麻友♡才偉歴TV,愛の予想外,A3xdFES56Og,https://www.youtube.com/watch?v=A3xdFES56Og,217.0
2026-03,2026-03-02,11,RANSUI & KEIKO,その言葉いらない,ESu0zDFmv_c,https://www.youtube.com/watch?v=ESu0zDFmv_c,185.0
2026-03,2026-03-02,105,shure - Topic,20桜桜,mb-rPwGQ-8g,https://www.youtube.com/watch?v=mb-rPwGQ-8g,168.0
2026-03,2026-03-02,8,noshiro parallel world - Topic,夕方たんたんと (feat. タロン・ペイ),xsmADhyh5ys,https://www.youtube.com/watch?v=xsmADhyh5ys,121.0
2026-03,2026-03-02,14,yds - Topic,そよ風のバラード,xajsTtV2B3g,https://www.youtube.com/watch?v=xajsTtV2B3g,197.0
2026-03,2026-03-02,17,Release - Topic,さようならを教えて,a43l22CRCGc,https://www.youtube.com/watch?v=a43l22CRCGc,221.0
2026-03,2026-03-02,5,RANSUI & KEIKO,まだ終わるな,YtwZP7SMkZo,https://www.youtube.com/watch?v=YtwZP7SMkZo,248.0
2026-03,2026-03-02,16734,Romeo,Rise Again,q8rh3z-TSOY,https://www.youtube.com/watch?v=q8rh3z-TSOY,238.0
2026-03,2026-03-02,14,noshiro parallel world - Topic,Windy Town (feat. モヘン),y7na4jo5mZk,https://www.youtube.com/watch?v=y7na4jo5mZk,225.0
2026-03,2026-03-02,29,TK Hiker - Topic,うる目イワシ,PFMbVlhugjU,https://www.youtube.com/watch?v=PFMbVlhugjU,180.0
2026-03,2026-03-02,9,WING - Topic,まだ終わらない,4v4slz92mIo,https://www.youtube.com/watch?v=4v4slz92mIo,183.0
2026-03,2026-03-02,21,夢ノ結唱 ROSE - Topic,Sunlight through the trees,JBy7Ahs4gUM,https://www.youtube.com/watch?v=JBy7Ahs4gUM,277.0
2026-03,2026-03-02,27,Kyoko Shiraishi - Topic,桜の吐息,RrryDo1CTV0,https://www.youtube.com/watch?v=RrryDo1CTV0,259.0
2026-03,2026-03-02,237,原　葉月 - Topic,瞳が先に壊れた夜,qLVjeVDPgfM,https://www.youtube.com/watch?v=qLVjeVDPgfM,385.0
2026-03,2026-03-02,29,歌っちゃ王 - Topic,The Final Countdown(ガイド無しカラオケ) [原曲歌手:EUROPE],sedZGUxsR9I,https://www.youtube.com/watch?v=sedZGUxsR9I,309.0
2026-03,2026-03-02,39,歌っちゃ王 - Topic,The Final Countdown(ガイド無しカラオケ) +4Key[原曲歌手:EUROPE],7nYU4fPqoCo,https://www.youtube.com/watch?v=7nYU4fPqoCo,309.0
2026-03,2026-03-02,29,Ginoo's - Topic,Not with Me (Cover Piano Version),A10JNTi9Mcg,https://www.youtube.com/watch?v=A10JNTi9Mcg,230.0
2026-03,2026-03-02,11,Katy Juicy,You tore me apart,A2AUWiIcLZw,https://www.youtube.com/watch?v=A2AUWiIcLZw,262.0
2026-03,2026-03-02,48174,Futur Yumeko - Topic,『止めれない。My Ever Dream』の世界線,2AHnogmVyTI,https://www.youtube.com/watch?v=2AHnogmVyTI,315.0
2026-03,2026-03-02,8,なうまんimasan,卒業おめでとう,wxrqCrRG7uA,https://www.youtube.com/watch?v=wxrqCrRG7uA,246.0
2026-03,2026-03-02,24984,Obsidian Swing,Creating Myself,WwUzCSvMD14,https://www.youtube.com/watch?v=WwUzCSvMD14,246.0
2026-03,2026-03-02,39,Chillaxman - Topic,セント・アンズから始まった恋 (feat. Lady Mira Sweet),ecBvMvlfZ-o,https://www.youtube.com/watch?v=ecBvMvlfZ-o,217.0
2026-03,2026-03-02,5,justfit150 - Topic,結び目,_8lt-9MvoEA,https://www.youtube.com/watch?v=_8lt-9MvoEA,110.0
2026-03,2026-03-02,18,歌っちゃ王 - Topic,The Final Countdown(ガイド無しカラオケ) +5Key[原曲歌手:EUROPE],e9dl_9-euH8,https://www.youtube.com/watch?v=e9dl_9-euH8,309.0
2026-03,2026-03-02,42,Leiya Music - Topic,愛して壊す,bKlMH9paklE,https://www.youtube.com/watch?v=bKlMH9paklE,185.0
2026-03,2026-03-02,10,甘栗マロン - Topic,そっと風に包まれて,OjcxfzXmiU8,https://www.youtube.com/watch?v=OjcxfzXmiU8,258.0
2026-03,2026-03-02,12,歌っちゃ王 - Topic,The Final Countdown(ガイド無しカラオケ) -1Key[原曲歌手:EUROPE],WPO0O6nuvU0,https://www.youtube.com/watch?v=WPO0O6nuvU0,309.0
2026-03,2026-03-02,5,歌っちゃ王 - Topic,The Final Countdown(ガイド無しカラオケ) +2Key[原曲歌手:EUROPE],5nGUoEAY368,https://www.youtube.com/watch?v=5nGUoEAY368,309.0
2026-03,2026-03-02,836,Neon Miracle Official,Jar of Hearts (Cover),Dek8-6MhFG0,https://www.youtube.com/watch?v=Dek8-6MhFG0,246.0
2026-03,2026-03-02,27,Romy Carvin - Topic,Miracle On The Way (POP CCM Edition),q8LQvzdNQjw,https://www.youtube.com/watch?v=q8LQvzdNQjw,225.0
2026-03,2026-03-02,6,Lazy Music - Topic,Never Again,iOI5IPtx688,https://www.youtube.com/watch?v=iOI5IPtx688,288.0
2026-03,2026-03-02,15,The 3rd Friday - Topic,ざわめく (feat. 宮舞モカ),73aOl7sbZGI,https://www.youtube.com/watch?v=73aOl7sbZGI,216.0
2026-03,2026-03-02,8,Katy Juicy,You let me fall,rakpJs-UmfM,https://www.youtube.com/watch?v=rakpJs-UmfM,351.0
2026-03,2026-03-02,40,獅子虎,静かな夜に聴きたい歌,DxZ7nB6U8SQ,https://www.youtube.com/watch?v=DxZ7nB6U8SQ,182.0
2026-03,2026-03-02,5,Release - Topic,Shallow,UylZxfxcGVo,https://www.youtube.com/watch?v=UylZxfxcGVo,173.0
2026-03,2026-03-02,28,Jun Mabo - Topic,まことにあなたは,u-mGl8p-0ow,https://www.youtube.com/watch?v=u-mGl8p-0ow,197.0
2026-03,2026-03-02,10,Aya Tears,You Forgot Our Nights,LFQM0_YZrg0,https://www.youtube.com/watch?v=LFQM0_YZrg0,230.0
2026-03,2026-03-02,5,歌っちゃ王 - Topic,The Final Countdown(ガイド無しカラオケ) -2Key[原曲歌手:EUROPE],ig9ksEMguqo,https://www.youtube.com/watch?v=ig9ksEMguqo,309.0
2026-03,2026-03-02,33,amane - Topic,またいつか (The Story),jLla0OUwvsM,https://www.youtube.com/watch?v=jLla0OUwvsM,211.0
2026-03,2026-03-02,107,Caroline Corrao - Topic,Selfish,d1p8sAddedk,https://www.youtube.com/watch?v=d1p8sAddedk,156.0
2026-03,2026-03-02,14,Yume Melody,春の始発,1A-AvIMJ5uo,https://www.youtube.com/watch?v=1A-AvIMJ5uo,191.0
2026-03,2026-03-02,14,Katy Juicy,You left me burning,YafPPlWveYM,https://www.youtube.com/watch?v=YafPPlWveYM,275.0
2026-03,2026-03-02,17,kazuya naname - Topic,東京に雪が降る,2fV17DP3BT4,https://www.youtube.com/watch?v=2fV17DP3BT4,251.0
2026-03,2026-03-02,40,Ashlee Pinola - Topic,My steady ground,GQnciE-4524,https://www.youtube.com/watch?v=GQnciE-4524,185.0
2026-03,2026-03-02,11,chill chill chill【仮想CITYPOPをお届け】,真夜中のダイヤル (5-6-7-0-X),ORMoZm0wgho,https://www.youtube.com/watch?v=ORMoZm0wgho,198.0
2026-03,2026-03-02,31,歌っちゃ王 - Topic,You Can't Do That(ガイド無しカラオケ) +1Key[原曲歌手:THE BEATLES],4G6l_7vi5a4,https://www.youtube.com/watch?v=4G6l_7vi5a4,155.0
2026-03,2026-03-02,6,Chiff - Topic,First Light (Cover),CrzzQhoSAQI,https://www.youtube.com/watch?v=CrzzQhoSAQI,207.0
2026-03,2026-03-02,7,歌っちゃ王 - Topic,The Final Countdown(ガイド無しカラオケ) -4Key[原曲歌手:EUROPE],J6_Nbwa_nJc,https://www.youtube.com/watch?v=J6_Nbwa_nJc,309.0
2026-03,2026-03-02,16,Digitalian,ひび割れの羅針盤-1,o1iDosg2lr0,https://www.youtube.com/watch?v=o1iDosg2lr0,140.0
2026-03,2026-03-02,10,歌っちゃ王 - Topic,You Can't Do That(ガイド無しカラオケ) [原曲歌手:THE BEATLES],vY8lJSQCdx0,https://www.youtube.com/watch?v=vY8lJSQCdx0,155.0
2026-03,2026-03-02,19,RANSUI & KEIKO,は？ってなる,0r3CliUYm1c,https://www.youtube.com/watch?v=0r3CliUYm1c,182.0
2026-03,2026-03-02,2,Fanny Music - Topic,Look at me,CfhUOtq74pg,https://www.youtube.com/watch?v=CfhUOtq74pg,218.0
2026-03,2026-03-02,25,RANYZORA,Before the World Fades Away,jnEXMDW0GbE,https://www.youtube.com/watch?v=jnEXMDW0GbE,285.0
2026-03,2026-03-02,4,歌っちゃ王 - Topic,The Final Countdown(ガイド無しカラオケ) -3Key[原曲歌手:EUROPE],vPqOmFVRo14,https://www.youtube.com/watch?v=vPqOmFVRo14,309.0
2026-03,2026-03-02,191,Neon Miracle Official,Creep (Cover),RGKh0S3hUa4,https://www.youtube.com/watch?v=RGKh0S3hUa4,200.0
2026-03,2026-03-02,18,N1N63N - Topic,何者になれずどちら様 (feat. ゲキヤク),Z3ZCYAF2m7Q,https://www.youtube.com/watch?v=Z3ZCYAF2m7Q,213.0
2026-03,2026-03-02,8,みつち ルシア,早めの夕方、私は食後の眠気に襲われている,EmPl7fewAXw,https://www.youtube.com/watch?v=EmPl7fewAXw,213.0
2026-03,2026-03-02,0,Release - Topic,Olislarda U,u0UMsG4YTmA,https://www.youtube.com/watch?v=u0UMsG4YTmA,188.0
2026-03,2026-03-02,21,歌っちゃ王 - Topic,You Can't Do That(ガイド無しカラオケ) -1Key[原曲歌手:THE BEATLES],79miFsoPZxU,https://www.youtube.com/watch?v=79miFsoPZxU,155.0
2026-03,2026-03-02,43,Emo Skywatcher - Topic,あの日々は,NquAfUcnpEk,https://www.youtube.com/watch?v=NquAfUcnpEk,220.0
2026-03,2026-03-02,14,Judy Sanders - Topic,When Love Explodes,4YjdQ0W1IKI,https://www.youtube.com/watch?v=4YjdQ0W1IKI,98.0
2026-03,2026-03-02,116,Stephoni - Topic,The Man Who Can't Be Moved,Y1Clq09FzLo,https://www.youtube.com/watch?v=Y1Clq09FzLo,240.0
2026-03,2026-03-02,4,らてぷらす - Topic,真夜中の交差点,mQcjEPyRqKM,https://www.youtube.com/watch?v=mQcjEPyRqKM,411.0
2026-03,2026-03-02,0,AriteAL - Topic,キミトエバーグロウ,0Xb3175dDRU,https://www.youtube.com/watch?v=0Xb3175dDRU,248.0
2026-03,2026-03-02,0,strone - Topic,Dog-eared Days,_VO669TqvxU,https://www.youtube.com/watch?v=_VO669TqvxU,240.0
2026-03,2026-03-02,42,masaharu3543,桜散ル 僕ラ進ム,zy1bmZg2vG0,https://www.youtube.com/watch?v=zy1bmZg2vG0,190.0
2026-03,2026-03-02,6,As Diy - Topic,Moment of Night,HB1FHlWJn1A,https://www.youtube.com/watch?v=HB1FHlWJn1A,169.0
2026-03,2026-03-02,65,Katy Juicy,My heart still hurts,cAVy5039Uk8,https://www.youtube.com/watch?v=cAVy5039Uk8,273.0
2026-03,2026-03-02,3264,だなきゃらん - Topic,卒業写真,TSWdOzpH1EE,https://www.youtube.com/watch?v=TSWdOzpH1EE,266.0
2026-03,2026-03-02,2200,Abzal Uteshov,Mama,jdRQ21uR5Dk,https://www.youtube.com/watch?v=jdRQ21uR5Dk,196.0
2026-03,2026-03-02,2,のほほんヨット - Topic,無口な君,l8mPW4M4H-s,https://www.youtube.com/watch?v=l8mPW4M4H-s,129.0
2026-03,2026-03-02,14,ELBACHHARMONICS - Topic,Judes,qvzqgQcX_Mw,https://www.youtube.com/watch?v=qvzqgQcX_Mw,304.0
2026-03,2026-03-02,9,S.Kiyo Sounds - Topic,一歩ずつ,cvrg7WFmDAM,https://www.youtube.com/watch?v=cvrg7WFmDAM,129.0
2026-03,2026-03-02,18,マイドリラボ - Topic,壊れたハッピーエンド,nAxXl7pS43c,https://www.youtube.com/watch?v=nAxXl7pS43c,245.0
2026-03,2026-03-02,35,Haruhi Airu - Topic,君色きゅんハート,O_37R8336FE,https://www.youtube.com/watch?v=O_37R8336FE,76.0
2026-03,2026-03-02,23,Solàce Sølxn,Ave Maria (feat. rAkta) (Rock Version),_SMKLQBJXl4,https://www.youtube.com/watch?v=_SMKLQBJXl4,216.0
2026-03,2026-03-02,52,Hakubi Tsukihana - Topic,月明かりのリフレクション,qpoLV3mfWpo,https://www.youtube.com/watch?v=qpoLV3mfWpo,88.0
2026-03,2026-03-02,76,Chill-Chill-LoFi(chiruchirurofui),セーブポイントはココだけ (Special Version),bm6a2ghOELg,https://www.youtube.com/watch?v=bm6a2ghOELg,217.0
2026-03,2026-03-02,19,As Diy - Topic,Night Rain,nrTcUB9Y3Qw,https://www.youtube.com/watch?v=nrTcUB9Y3Qw,136.0
2026-03,2026-03-02,22,SMIRE - Topic,しょっぱいドーナツ,sqlu2ITRbK0,https://www.youtube.com/watch?v=sqlu2ITRbK0,269.0
2026-03,2026-03-02,6,歌っちゃ王 - Topic,人形(ガイド無しカラオケ) +1Key[原曲歌手:天野月子],sGqEgsvrLqM,https://www.youtube.com/watch?v=sGqEgsvrLqM,272.0
2026-03,2026-03-02,20,歌っちゃ王 - Topic,STRAWBERRY MOON(ガイド無しカラオケ) -3Key[原曲歌手:CASCADE],jjJY6U7vp1g,https://www.youtube.com/watch?v=jjJY6U7vp1g,260.0
2026-03,2026-03-02,5,noshiro parallel world - Topic,大好きだよ、この街が (feat. 東雲 陽香),XvVf-NkBBus,https://www.youtube.com/watch?v=XvVf-NkBBus,152.0
2026-03,2026-03-02,37,Yopi - Topic,いとおしい(ギター弾き語り),5uDn5o2srHU,https://www.youtube.com/watch?v=5uDn5o2srHU,186.0
2026-03,2026-03-02,12,Yuki@AI - Topic,二度見惚れ,t1d51G1T3XM,https://www.youtube.com/watch?v=t1d51G1T3XM,190.0
2026-03,2026-03-02,9,歌っちゃ王 - Topic,STRAWBERRY MOON(ガイド無しカラオケ) -1Key[原曲歌手:CASCADE],qXBvRg_oM7Y,https://www.youtube.com/watch?v=qXBvRg_oM7Y,260.0
2026-03,2026-03-02,13,歌っちゃ王 - Topic,STRAWBERRY MOON(ガイド無しカラオケ) -2Key[原曲歌手:CASCADE],KXFIxz_Kb3k,https://www.youtube.com/watch?v=KXFIxz_Kb3k,260.0
2026-03,2026-03-02,35,Yopi - Topic,ねむっちゃえばいいんだ(ギター弾き語り),eOTUiix25Yg,https://www.youtube.com/watch?v=eOTUiix25Yg,319.0
2026-03,2026-03-02,44,SMIRE - Topic,風のとなり,QsiMUnqryaE,https://www.youtube.com/watch?v=QsiMUnqryaE,211.0
2026-03,2026-03-02,7,歌っちゃ王 - Topic,You Can't Do That(ガイド無しカラオケ) +3Key[原曲歌手:THE BEATLES],OJGTvR6wPKo,https://www.youtube.com/watch?v=OJGTvR6wPKo,155.0
2026-03,2026-03-02,8,Lionrock Piano Covers,Tsuki (Lionrock Piano Cover),IK0icqe_jtE,https://www.youtube.com/watch?v=IK0icqe_jtE,238.0
2026-03,2026-03-02,2,歌っちゃ王 - Topic,メロス(ガイド無しカラオケ) +3Key[原曲歌手:FLOW],6LZTdf_LAiU,https://www.youtube.com/watch?v=6LZTdf_LAiU,248.0
2026-03,2026-03-03,55,AN_9999,2026/03/03  #suno ,03jh5yN4OfE,https://www.youtube.com/watch?v=03jh5yN4OfE,229.0
2026-03,2026-03-03,5,THE FACE -United North-,Music Labo R.E.A.L(2026/03/03),HlEPRt5Dr9I,https://www.youtube.com/watch?v=HlEPRt5Dr9I,546.0
2026-03,2026-03-03,88,Ten Four Music Studio,2026 03 03 17 48 27 Its too late,xzmMWxSIhxQ,https://www.youtube.com/watch?v=xzmMWxSIhxQ,241.0
2026-03,2026-03-03,251,Voice of the Lao People TV  ,2026/03/03   EP 0071    DRUMS OF BATTLE SHAKE EARTH (AI COVER ),5WCBbLKRN8w,https://www.youtube.com/watch?v=5WCBbLKRN8w,151.0
2026-03,2026-03-03,169,Ten Four Music Studio,2026 03 03 17 37 37 smooth operator,b4ib7zmymXQ,https://www.youtube.com/watch?v=b4ib7zmymXQ,296.0
2026-03,2026-03-03,27,4thシイナチャンドラー,ske48　スロー再生　2026 03 03　SKE48 ミミフィーユ　1分42秒,xQK2kxjRwRU,https://www.youtube.com/watch?v=xQK2kxjRwRU,103.0
2026-03,2026-03-03,25,Hi Ai Perf,winter memory 2026-03-03,3WBp2ZvRCac,https://www.youtube.com/watch?v=3WBp2ZvRCac,263.0
2026-03,2026-03-03,11,TK - Topic,簡単な (2026 Remaster),K604mCTwaKg,https://www.youtube.com/watch?v=K604mCTwaKg,210.0
2026-03,2026-03-03,105,CatBeat,出来合いの現実,UfvSZVaKnLc,https://www.youtube.com/watch?v=UfvSZVaKnLc,213.0
2026-03,2026-03-03,57,Norton Beat ノートンビート,応援歌 (Cover),IooAItX65QI,https://www.youtube.com/watch?v=IooAItX65QI,247.0
2026-03,2026-03-03,10,阿珍呐,"Chinese street food, street snacks 2026/03/03 22:18:44",vDGbMPQIw0k,https://www.youtube.com/watch?v=vDGbMPQIw0k,302.0
2026-03,2026-03-03,48,風見翔星 | Kazami Shosei,3月の恵の雨  Piano improvisiation Log 2026/03/03｜Day07,tIXDq4YjodM,https://www.youtube.com/watch?v=tIXDq4YjodM,939.0
2026-03,2026-03-03,16,EL_MIQDAAMIE - Topic,AMIN COVER,ZZdL-TS5oyg,https://www.youtube.com/watch?v=ZZdL-TS5oyg,66.0
2026-03,2026-03-03,151,Norton Beat ノートンビート,ＩＮＶＯＫＥ (Cover),rRZnxq65xlQ,https://www.youtube.com/watch?v=rRZnxq65xlQ,230.0
2026-03,2026-03-03,77,Marr Nishimuro - Topic,さくらちりぬ、おもひみちぬ。,GkUOzlumd_U,https://www.youtube.com/watch?v=GkUOzlumd_U,235.0
2026-03,2026-03-03,71,Norton Beat ノートンビート,ＯＮＥ (Cover),KnrYGBGSzL4,https://www.youtube.com/watch?v=KnrYGBGSzL4,250.0
2026-03,2026-03-03,44,ニシマチアヲ - Topic,エコーチェンバー,KqmKYUnWYM4,https://www.youtube.com/watch?v=KqmKYUnWYM4,135.0
2026-03,2026-03-03,29,The 3rd Friday - Topic,知らないうちに (feat. 宮舞モカ),Fvzo-tXJdi4,https://www.youtube.com/watch?v=Fvzo-tXJdi4,343.0
2026-03,2026-03-03,4,声0°,Duet,S9uOwq3YrGI,https://www.youtube.com/watch?v=S9uOwq3YrGI,274.0
2026-03,2026-03-03,4,RYORYOMARU - Topic,トントン！！！ (2026 JAPAN),xlTlseSAD5o,https://www.youtube.com/watch?v=xlTlseSAD5o,183.0
2026-03,2026-03-03,333,YUKI - Topic,逆位相感情,MVQsYqBRmSU,https://www.youtube.com/watch?v=MVQsYqBRmSU,192.0
2026-03,2026-03-03,11,kiyuri,オールドファッション (feat. 重音テト),023h0t0Xwd0,https://www.youtube.com/watch?v=023h0t0Xwd0,127.0
2026-03,2026-03-03,107,Norton Beat ノートンビート,睡蓮花 (Cover),2qFhNyKWpps,https://www.youtube.com/watch?v=2qFhNyKWpps,302.0
2026-03,2026-03-03,141,kisao - Topic,夜明け前の霧：魂を震わす演歌パワー　　魂の「叫び」だ。,MExP_fUJcgo,https://www.youtube.com/watch?v=MExP_fUJcgo,334.0
2026-03,2026-03-03,28,TEra. - Topic,低めのソファ,cZiphyqIZXw,https://www.youtube.com/watch?v=cZiphyqIZXw,237.0
2026-03,2026-03-03,25,Sleep into Sheep - Topic,あの日のキミに,DUjEkQoxYx4,https://www.youtube.com/watch?v=DUjEkQoxYx4,196.0
2026-03,2026-03-03,3,Serene Willow,黎明ノ調,3P-k32Xka2Q,https://www.youtube.com/watch?v=3P-k32Xka2Q,244.0
2026-03,2026-03-03,24335,celestial tunes,In The Dark 2,Gt0_5h8JMoM,https://www.youtube.com/watch?v=Gt0_5h8JMoM,220.0
2026-03,2026-03-03,34982,Bii畢書盡,"323 Times (Movie ""MATSU"" Theme Song)",T0tn88G1cM0,https://www.youtube.com/watch?v=T0tn88G1cM0,208.0
2026-03,2026-03-03,9,Yuri Kinoshita - Topic,天使のステップ,V9mKl7sqXK0,https://www.youtube.com/watch?v=V9mKl7sqXK0,278.0
2026-03,2026-03-03,30,Caffeinated Stickman,"2026-03-03 Théâtre Fairmount, Montréal - Angel Du$t - Du$t",I7NJ5huqOlg,https://www.youtube.com/watch?v=I7NJ5huqOlg,190.0
2026-03,2026-03-03,67,ARyun - Topic,Why’s Love So Hard,pnmubi0hN_Y,https://www.youtube.com/watch?v=pnmubi0hN_Y,130.0
2026-03,2026-03-03,81579,Matt Dusk,It's Been So Long (60's Version),qnPux2VELkE,https://www.youtube.com/watch?v=qnPux2VELkE,142.0
2026-03,2026-03-03,22,ShihoLight - Topic,心のアカウント 星なき夜のオーロラ,ZkIxbzuh-fA,https://www.youtube.com/watch?v=ZkIxbzuh-fA,231.0
